filename,ssim,in_range
hd1738.jpg,0.5216,NO
hd1737.jpg,0.7907,YES
hd1739.jpg,0.8234,YES
hd1743.jpg,0.8422,YES
hd1740.jpg,0.5804,NO
hd1741.jpg,0.3442,NO
hd1742.jpg,0.7176,YES
hd1744.jpg,0.4140,NO
hd1745.jpg,0.8030,YES
hd1746.jpg,0.7851,YES
hd1747.jpg,0.5233,NO
hd1751.jpg,0.8134,YES
hd1748.jpg,0.7552,YES
hd1749.jpg,0.3809,NO
hd1750.jpg,0.7320,YES
hd1752.jpg,0.7773,YES
hd1753.jpg,0.8256,YES
hd1755.jpg,0.7772,YES
hd1756.jpg,0.8192,YES
hd176.jpg,0.6118,YES
hd1761.jpg,0.8193,YES
hd1757.jpg,0.4507,NO
hd1760.jpg,0.8397,YES
hd1762.jpg,0.8335,YES
hd1763.jpg,0.8375,YES
hd1764.jpg,0.8290,YES
hd1765.jpg,0.8287,YES
hd1766.jpg,0.8556,YES
hd1768.jpg,0.7859,YES
hd1767.jpg,0.8396,YES
hd1770.jpg,0.8011,YES
hd1769.jpg,0.5344,NO
hd1771.jpg,0.7148,YES
hd1772.jpg,0.6318,YES
hd1773.jpg,0.8126,YES
hd1774.jpg,0.7119,YES
hd1775.jpg,0.8410,YES
hd1776.jpg,0.8491,YES
hd1778.jpg,0.6625,YES
hd1777.jpg,0.8564,YES
hd1779.jpg,0.6497,YES
hd1780.jpg,0.8216,YES
hd1781.jpg,0.7226,YES
hd1783.jpg,0.8320,YES
hd1782.jpg,0.7839,YES
hd1784.jpg,0.8310,YES
hd1786.jpg,0.8023,YES
hd1787.jpg,0.8404,YES
hd1788.jpg,0.8293,YES
hd1790.jpg,0.7263,YES
hd1793.jpg,0.7825,YES
hd1794.jpg,0.5199,NO
hd1795.jpg,0.8164,YES
hd1797.jpg,0.6882,YES
hd1798.jpg,0.7188,YES
hd1799.jpg,0.7948,YES
hd180.jpg,0.5181,NO
hd1800.jpg,0.8451,YES
hd1801.jpg,0.7089,YES
hd1802.jpg,0.6198,YES
hd1804.jpg,0.8009,YES
hd1805.jpg,0.8358,YES
hd1803.jpg,0.5110,NO
hd1806.jpg,0.5697,NO
hd1807.jpg,0.8297,YES
hd1809.jpg,0.7877,YES
hd1808.jpg,0.8208,YES
hd1811.jpg,0.8035,YES
hd181.jpg,0.7882,YES
hd1810.jpg,0.7777,YES
hd1812.jpg,0.7982,YES
hd1813.jpg,0.8092,YES
hd1814.jpg,0.7401,YES
hd1815.jpg,0.6967,YES
hd1816.jpg,0.7230,YES
hd182.jpg,0.8081,YES
hd1817.jpg,0.7245,YES
hd1818.jpg,0.6661,YES
hd1819.jpg,0.5470,NO
hd1820.jpg,0.8284,YES
hd1821.jpg,0.7955,YES
hd1822.jpg,0.7700,YES
hd1823.jpg,0.7442,YES
hd1826.jpg,0.8337,YES
hd1824.jpg,0.7790,YES
hd1825.jpg,0.8603,YES
hd1828.jpg,0.8441,YES
hd1829.jpg,0.7825,YES
hd1830.jpg,0.7735,YES
hd1831.jpg,0.5592,NO
hd1832.jpg,0.4709,NO
hd1833.jpg,0.8244,YES
hd1834.jpg,0.8584,YES
hd1835.jpg,0.8105,YES
hd1836.jpg,0.3832,NO
hd1838.jpg,0.6425,YES
hd1839.jpg,0.6070,YES
hd1840.jpg,0.7453,YES
hd1841.jpg,0.7129,YES
hd1843.jpg,0.7002,YES
hd1844.jpg,0.5929,NO
hd1845.jpg,0.6754,YES
hd1846.jpg,0.8479,YES
hd1847.jpg,0.6703,YES
hd1848.jpg,0.7409,YES
hd1849.jpg,0.6677,YES
hd1850.jpg,0.7541,YES
hd1851.jpg,0.7269,YES
hd1852.jpg,0.6587,YES
hd1853.jpg,0.5984,NO
hd1854.jpg,0.6711,YES
hd1855.jpg,0.7344,YES
hd1857.jpg,0.8331,YES
hd1858.jpg,0.7917,YES
hd1860.jpg,0.5813,NO
hd1861.jpg,0.7631,YES
hd1862.jpg,0.6936,YES
hd1863.jpg,0.5585,NO
hd1864.jpg,0.6825,YES
hd1865.jpg,0.6237,YES
hd1867.jpg,0.8294,YES
hd1866.jpg,0.5877,NO
hd1869.jpg,0.5196,NO
hd1870.jpg,0.6410,YES
hd1872.jpg,0.8251,YES
hd1873.jpg,0.6646,YES
hd1874.jpg,0.8108,YES
hd1875.jpg,0.6639,YES
hd1877.jpg,0.5137,NO
hd1878.jpg,0.4043,NO
hd1879.jpg,0.6733,YES
hd1880.jpg,0.7087,YES
hd1881.jpg,0.6730,YES
hd1882.jpg,0.8039,YES
hd1883.jpg,0.7476,YES
hd1884.jpg,0.7623,YES
hd1886.jpg,0.8152,YES
hd1885.jpg,0.7950,YES
hd1887.jpg,0.6610,YES
hd1888.jpg,0.6861,YES
hd1889.jpg,0.7192,YES
hd1890.jpg,0.5776,NO
hd1892.jpg,0.5612,NO
hd1891.jpg,0.8520,YES
hd1893.jpg,0.7931,YES
hd1894.jpg,0.7343,YES
hd1895.jpg,0.7422,YES
